"","eventDate","kingdom","phylum","class","order","family","genus","species","month","day","year"
"2189","2011-10-20T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Terapontidae","Leiopotherapon","Leiopotherapon unicolor",10,21,2011
"2206","2010-10-27T13:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardtii",10,28,2010
"2265","2011-05-13T14:00:00Z","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Acacia fimbriata",5,14,2011
"2496","2014-04-21T14:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardtii",4,22,2014
"464","2010-03-05T13:00:00Z","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","Platycercus adscitus",3,6,2010
"487","2011-06-17T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Gavicalis","Gavicalis fasciogularis",6,18,2011
"1685","2014-07-05T14:00:00Z","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Threskiornis","Threskiornis moluccus",7,6,2014
"1688","2011-09-03T14:00:00Z","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","Cacatua galerita",9,4,2011
"1695","2012-10-16T13:00:00Z","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","Egretta garzetta",10,17,2012
"1696","2011-09-03T14:00:00Z","Animalia","Chordata","Aves","Strigiformes","Strigidae","Ninox","Ninox novaeseelandiae",9,4,2011
"1705","2011-10-20T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius phaeopus",10,21,2011
"1711","2015-04-16T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus","Thalasseus bengalensis",4,17,2015
"1743","2017-07-24T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Haematopus longirostris",7,25,2017
"1750","2014-07-05T14:00:00Z","Animalia","Chordata","Aves","Columbiformes","Columbidae","Ocyphaps","Ocyphaps lophotes",7,6,2014
"1789","2012-10-07T13:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardtii",10,8,2012
"1806","2013-10-27T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris galii",10,28,2013
"1809","2015-04-24T14:00:00Z","Animalia","Chordata","Mammalia","Rodentia","Muridae","Melomys","Melomys cervinipes",4,25,2015
"1834","2014-07-05T14:00:00Z","Plantae","Charophyta","Equisetopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora foetida",7,6,2014
"1835","2012-10-14T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris galii",10,15,2012
"1905","2015-11-03T13:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Lewinia","Lewinia pectoralis",11,4,2015
"1906","2014-04-19T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Acrocephalus","Acrocephalus australis",4,20,2014
"1922","2013-10-13T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris galii",10,14,2013
"1924","2014-10-26T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Myiagra","Myiagra rubecula",10,27,2014
"1936","2016-01-15T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Limnodynastidae","Limnodynastes","Limnodynastes peronii",1,16,2016
"1966","2014-07-05T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Dicruridae","Dicrurus","Dicrurus bracteatus",7,6,2014
"1980","2012-10-07T13:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus maculatus",10,8,2012
"2179","2010-01-14T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",1,15,2010
"2187","2010-10-12T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",10,13,2010
"2266","2012-04-10T14:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria olongburensis",4,11,2012
"423","2011-03-17T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",3,18,2011
"403","2012-09-19T14:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria fallax",9,20,2012
"427","2010-12-29T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Meliphaga","Meliphaga lewinii",12,30,2010
"482","2014-12-30T13:00:00Z","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax sulcirostris",12,31,2014
"489","2011-09-26T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",9,27,2011
"498","2010-12-21T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Burhinidae","Burhinus","Burhinus grallarius",12,22,2010
"591","2010-12-29T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Artamidae","Gymnorhina","Gymnorhina tibicen",12,30,2010
"4097","2010-05-20T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",5,21,2010
"4117","2015-01-31T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Philemon","Philemon corniculatus",2,1,2015
"4129","2010-08-18T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",8,19,2010
"4160","2013-02-27T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria fallax",2,28,2013
"33","2011-09-09T03:35:00Z","Animalia","Chordata","Aves","Passeriformes","Artamidae","Gymnorhina","Gymnorhina tibicen",9,9,2011
"36","2013-06-06T01:16:00Z","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Grevillea","Grevillea robusta",6,6,2013
"444","2010-03-01T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria brevipalmata",3,2,2010
"448","2012-03-13T13:00:00Z","Animalia","Chordata","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus",3,14,2012
"449","2011-09-15T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",9,16,2011
"466","2014-12-30T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Artamidae","Artamus","Artamus leucorynchus",12,31,2014
"467","2015-12-09T13:00:00Z","Animalia","Chordata","Reptilia","Squamata","Pythonidae","Morelia","Morelia spilota",12,10,2015
"451","2010-06-15T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",6,16,2010
"477","2011-06-08T14:00:00Z","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Pseudophryne","Pseudophryne major",6,9,2011
"568","2013-09-12T14:00:00Z","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax sulcirostris",9,13,2013
"1698","2011-10-20T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia",10,21,2011
"1742","2013-10-13T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris klunzingeri",10,14,2013
"1791","2015-04-16T14:00:00Z","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas castanea",4,17,2015
"1812","2015-04-16T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus novaehollandiae",4,17,2015
"1847","2010-03-18T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",3,19,2010
"1848","2015-01-12T13:00:00Z","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Pandion","Pandion cristatus",1,13,2015
"1849","2012-08-10T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala rufiventris",8,11,2012
"1878","2011-10-20T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",10,21,2011
"1923","2011-07-14T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",7,15,2011
"1942","2014-10-23T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Miniopteridae","","",10,24,2014
"1944","2010-07-10T14:00:00Z","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax varius",7,11,2010
"1953","2010-05-11T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris galii",5,12,2010
"1967","2012-04-19T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris compressa",4,20,2012
"1971","2015-01-12T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus","Thalasseus bergii",1,13,2015
"1975","2012-10-21T13:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus hellerii",10,22,2012
"2001","2011-05-13T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Pardalotidae","Pardalotus","Pardalotus striatus",5,14,2011
"2178","2012-02-06T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Hirundo neoxena",2,7,2012
"2267","2013-10-17T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris galii",10,18,2013
"2271","2011-04-26T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris galii",4,27,2011
"2273","2011-05-13T14:00:00Z","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Enchylaena","Enchylaena tomentosa",5,14,2011
"2277","2010-07-10T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus","Thalasseus bergii",7,11,2010
"2497","2010-10-23T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Falcunculus","Falcunculus frontatus",10,24,2010
"4128","2013-11-13T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Megaluridae","Megalurus","Megalurus timoriensis",11,14,2013
"4139","2015-11-03T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Pluvialis squatarola",11,4,2015
"4033","2010-02-18T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",2,19,2010
"4034","2015-02-02T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Burhinidae","Burhinus","Burhinus grallarius",2,3,2015
"4035","2016-08-08T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Himantopus","Himantopus himantopus",8,9,2016
"4036","2017-05-11T14:00:00Z","Animalia","Chordata","Mammalia","Monotremata","Tachyglossidae","Tachyglossus","Tachyglossus aculeatus",5,12,2017
"4039","2015-02-02T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria olongburensis",2,3,2015
"4040","2013-05-16T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","Vanellus miles",5,17,2013
"4041","2011-08-29T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",8,30,2011
"4043","2016-08-08T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Pluvialis fulva",8,9,2016
"4047","2015-01-31T13:00:00Z","Animalia","Chordata","Aves","Cuculiformes","Centropodidae","Centropus","Centropus phasianinus",2,1,2015
"4048","2016-08-08T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus novaehollandiae",8,9,2016
"4053","2010-11-18T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",11,19,2010
"4055","2016-08-08T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius ruficapillus",8,9,2016
"4059","2013-11-13T13:00:00Z","Animalia","Chordata","Reptilia","Squamata","Pythonidae","Morelia","Morelia spilota",11,14,2013
"4061","2010-11-14T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Alaudidae","Mirafra","Mirafra javanica",11,15,2010
"4066","2017-02-23T13:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Lewinia","Lewinia pectoralis",2,24,2017
"1010","2016-07-24T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius ruficapillus",7,25,2016
"501","2011-03-03T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia signifera",3,4,2011
"2149","2011-07-08T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus novaehollandiae",7,9,2011
"2289","2015-02-01T13:00:00Z","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Haliastur","Haliastur sphenurus",2,2,2015
"2311","2010-01-13T13:00:00Z","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Haliaeetus","Haliaeetus leucogaster",1,14,2010
"2318","2010-10-27T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris galii",10,28,2010
"2324","2012-10-14T13:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia holbrooki",10,15,2012
"2332","2012-04-22T14:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia holbrooki",4,23,2012
"2368","2011-04-10T14:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia holbrooki",4,11,2011
"2379","2015-04-06T14:00:00Z","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax varius",4,7,2015
"2435","2010-10-26T13:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla australis",10,27,2010
"2495","2014-10-25T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","Rhinella marina",10,26,2014
"2607","2012-10-16T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","Vanellus miles",10,17,2012
"2621","2010-07-10T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Stizoptera","Stizoptera bichenovii",7,11,2010
"2649","2014-04-06T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Gobiomorphus","Gobiomorphus australis",4,7,2014
"2656","2010-10-21T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris compressa",10,22,2010
"2659","2015-01-31T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria nasuta",2,1,2015
"2668","2013-11-09T13:00:00Z","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Ardea","Ardea ibis",11,10,2013
"4136","2013-11-13T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Nectariniidae","Dicaeum","Dicaeum hirundinaceum",11,14,2013
"441","2014-03-30T13:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus maculatus",3,31,2014
"513","2011-06-17T14:00:00Z","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","Egretta novaehollandiae",6,18,2011
"4116","2015-02-02T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria nasuta",2,3,2015
"197","2011-03-17T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",3,18,2011
"373","2012-09-14T14:00:00Z","Animalia","Chordata","Aves","Strigiformes","Strigidae","Ninox","Ninox novaeseelandiae",9,15,2012
"411","2012-09-14T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",9,15,2012
"485","2014-03-30T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae","Oreochromis","Oreochromis mossambicus",3,31,2014
"1706","2010-10-29T13:00:00Z","Animalia","Chordata","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus frenatus",10,30,2010
"1708","2012-10-07T13:00:00Z","Animalia","Chordata","Actinopterygii","Atheriniformes","Melanotaeniidae","Melanotaenia","Melanotaenia duboulayi",10,8,2012
"1721","2015-10-30T13:00:00Z","Animalia","Chordata","Reptilia","Squamata","Scincidae","Cyclodomorphus","Cyclodomorphus gerrardii",10,31,2015
"1722","2015-01-03T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Acrocephalus","Acrocephalus australis",1,4,2015
"1814","2011-04-20T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Terapontidae","Leiopotherapon","Leiopotherapon unicolor",4,21,2011
"1823","2010-04-11T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Gobiomorphus","Gobiomorphus australis",4,12,2010
"1843","2014-07-05T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura albiscapa",7,6,2014
"1854","2014-04-27T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Philypnodon","Philypnodon grandiceps",4,28,2014
"1963","2012-07-18T14:00:00Z","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Platalea","Platalea regia",7,19,2012
"1969","2010-05-12T14:00:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Cephrenes","Cephrenes trichopepla",5,13,2010
"1970","2012-10-14T13:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia holbrooki",10,15,2012
"1992","2014-07-05T14:00:00Z","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Sarcocornia","Sarcocornia quinqueflora",7,6,2014
"2041","2011-05-13T14:00:00Z","Animalia","Chordata","Aves","Columbiformes","Columbidae","Ocyphaps","Ocyphaps lophotes",5,14,2011
"2045","2013-10-20T13:00:00Z","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Ardenna","Ardenna pacifica",10,21,2013
"2055","2014-04-27T14:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia holbrooki",4,28,2014
"2057","2011-05-13T14:00:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phaedyma","Phaedyma shepherdi",5,14,2011
"2155","2014-07-05T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Hirundo neoxena",7,6,2014
"2191","2010-10-22T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria latopalmata",10,23,2010
"2212","2014-04-10T14:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus hellerii",4,11,2014
"2218","2010-05-12T14:00:00Z","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Trichoglossus","Trichoglossus haematodus",5,13,2010
"2241","2011-05-19T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",5,20,2011
"2245","2013-10-13T13:00:00Z","Animalia","Chordata","Actinopterygii","Atheriniformes","Melanotaeniidae","Melanotaenia","Melanotaenia duboulayi",10,14,2013
"2257","2011-05-13T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Manorina","Manorina melanocephala",5,14,2011
"2259","2012-08-10T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Meliphaga","Meliphaga lewinii",8,11,2012
"2335","2010-10-14T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",10,15,2010
"2336","2014-04-21T14:00:00Z","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",4,22,2014
"2337","2013-04-21T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris compressa",4,22,2013
"2339","2015-10-18T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia",10,19,2015
"2340","2011-10-23T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Mogurnda","Mogurnda adspersa",10,24,2011
"2341","2016-07-27T14:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Lewinia","Lewinia pectoralis",7,28,2016
"2342","2012-04-22T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris klunzingeri",4,23,2012
"2386","2015-04-16T14:00:00Z","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","Egretta novaehollandiae",4,17,2015
"2394","2016-10-19T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius madagascariensis",10,20,2016
"2400","2012-04-15T14:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus hellerii",4,16,2012
"2404","2014-07-05T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichmera","Lichmera indistincta",7,6,2014
"2406","2012-10-21T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris galii",10,22,2012
"2540","2012-10-11T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris compressa",10,12,2012
"2541","2011-01-20T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",1,21,2011
"2542","2014-10-25T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Chalinolobus","Chalinolobus gouldii",10,26,2014
"2569","2013-10-12T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","Malurus melanocephalus",10,13,2013
"2570","2015-01-12T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichmera","Lichmera indistincta",1,13,2015
"2584","2010-01-19T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus scapulatus",1,20,2010
"2600","2013-10-13T13:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla australis",10,14,2013
"2602","2013-10-13T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris compressa",10,14,2013
"2651","2013-11-13T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria nasuta",11,14,2013
"2654","2013-04-01T13:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus hellerii",4,2,2013
"2760","2011-04-20T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Terapontidae","Leiopotherapon","Leiopotherapon unicolor",4,21,2011
"2762","2010-07-10T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus novaehollandiae",7,11,2010
"2764","2010-05-11T14:00:00Z","Animalia","Chordata","Actinopterygii","Siluriformes","Plotosidae","Tandanus","Tandanus tandanus",5,12,2010
"3943","2013-05-10T14:00:00Z","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Ardea","Ardea ibis",5,11,2013
"4107","2010-11-19T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Limnodynastidae","Limnodynastes","Limnodynastes peronii",11,20,2010
"4156","2015-01-31T13:00:00Z","Animalia","Chordata","Aves","Cuculiformes","Centropodidae","Centropus","Centropus phasianinus",2,1,2015
"502","2011-06-16T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",6,17,2011
"2080","2015-01-12T13:00:00Z","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax varius",1,13,2015
"2327","2010-04-29T14:00:00Z","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinidae","Craterocephalus","Craterocephalus stercusmuscarum",4,30,2010
"2361","2012-10-07T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris galii",10,8,2012
"2362","2015-01-12T13:00:00Z","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Haliaeetus","Haliaeetus leucogaster",1,13,2015
"2374","2010-01-14T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",1,15,2010
"2377","2014-04-27T14:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardtii",4,28,2014
"2407","2010-10-29T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Oriolidae","Sphecotheres","Sphecotheres vieilloti",10,30,2010
"2437","2016-10-19T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius mongolus",10,20,2016
"2645","2011-10-16T13:00:00Z","Animalia","Chordata","Actinopterygii","Siluriformes","Plotosidae","Tandanus","Tandanus tandanus",10,17,2011
"2658","2013-04-21T14:00:00Z","Animalia","Chordata","Actinopterygii","Atheriniformes","Melanotaeniidae","Melanotaenia","Melanotaenia duboulayi",4,22,2013
"3939","2016-08-08T14:00:00Z","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","Egretta garzetta",8,9,2016
"4142","2013-11-13T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Limnodynastidae","Limnodynastes","Limnodynastes peronii",11,14,2013
"483","2012-09-14T14:00:00Z","Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","Rhinella marina",9,15,2012
"1693","2014-07-05T14:00:00Z","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","Butorides striatus",7,6,2014
"1700","2014-04-27T14:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia holbrooki",4,28,2014
"1718","2012-04-22T14:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia holbrooki",4,23,2012
"1726","2010-04-29T14:00:00Z","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Carassius","Carassius auratus",4,30,2010
"1819","2014-07-05T14:00:00Z","Plantae","Charophyta","Equisetopsida","Fagales","Casuarinaceae","Casuarina","Casuarina equisetifolia",7,6,2014
"1889","2010-05-12T14:00:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa itea",5,13,2010
"2044","2015-01-08T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Limosa lapponica",1,9,2015
"2077","2017-07-24T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Pluvialis fulva",7,25,2017
