"","Year","Month","Day","kingdom","phylum","class","order","family","genus","species","eventDate"
"465",2020,5,3,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Orthotylinae","sp.1_Orthotylinae",1588428000
"467",2020,5,3,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Pseudoloxops","sp.1_Pseudoloxops",1588428000
"558",2020,5,3,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","sp.","sp.1_Ichneumonidae",1588428000
"680",2020,5,3,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Eublemma","cochylioides",1588428000
"767",2020,5,3,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Gastrinodes","bitaeniaria",1588428000
"930",2020,5,3,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Eurema","hecabe",1588428000
"991",2020,5,3,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Erechthias","zebrina",1588428000
"15",2020,5,4,"Animalia","Arthropoda","Arachnida","Araneae","Araneidae","sp.","sp.1_Araneidae",1588514400
"18",2020,5,4,"Animalia","Arthropoda","Arachnida","Araneae","Cheiracanthiidae","sp.","sp.1_Cheiracanthiidae",1588514400
"159",2020,5,4,"Fungi","Basidiomycota","Basidiomycota","Agaricales","Nidulariaceae","Cyathus","striatus",1588514400
"161",2020,5,4,"Fungi","Basidiomycota","Basidiomycota","Agaricales","Schizophyllaceae","Schizophyllum","commune",1588514400
"169",2020,5,4,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Rigidoporus","laetus",1588514400
"170",2020,5,4,"Fungi","Basidiomycota","Basidiomycota","Pucciniales","Coleosporiaceae","Coleosporium","plumeriae",1588514400
"171",2020,5,4,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Daldinia","grandis",1588514400
"347",2020,5,4,"Animalia","Arthropoda","Insecta","Diptera","Drosophilidae","Scaptomyza","sp.1_Scaptomyza",1588514400
"365",2020,5,4,"Animalia","Arthropoda","Insecta","Diptera","Muscidae","Atherigona","sp.1_Atherigona",1588514400
"382",2020,5,4,"Animalia","Arthropoda","Insecta","Diptera","Sarcophagidae","Sarcophaga","aurifrons",1588514400
"483",2020,5,4,"Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","Emesinae","sp.1_Emesinae",1588514400
"698",2020,5,4,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypocala","guttiventris",1588514400
"763",2020,5,4,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Epidesmia","tryxaria",1588514400
"799",2020,5,4,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Hesperiidae","Suniana","sunias",1588514400
"810",2020,5,4,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Psychonotis","caelius",1588514400
"11",2020,5,5,"Animalia","Arthropoda","Arthropoda","Araneae","Araneidae","Eriophora","transmarina",1588600800
"198",2020,5,5,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Microlestodes","sp.1_Microlestodes",1588600800
"444",2020,5,5,"Animalia","Arthropoda","Insecta","Hemiptera","Cydnidae","Adrisa","sp.1_Adrisa",1588600800
"533",2020,5,5,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Colobopsis","macrocephala",1588600800
"604",2020,5,5,"Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Subfam.","Chrysopeleiinae",1588600800
"526",2020,5,6,"Animalia","Arthropoda","Insecta","Hymenoptera","Eurytomidae","Bruchophagus","fellis",1588687200
"622",2020,5,6,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Eurrhyparodes","bracteolalis",1588687200
"110",2020,5,8,"Animalia","Chordata","Chordata","Passeriformes","Pachycephalidae","Pachycephala","pectoralis",1588860000
"144",2020,5,8,"Animalia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Arcitalitrus","sylvaticus",1588860000
"219",2020,5,8,"Animalia","Arthropoda","Arthropoda","Coleoptera","Coccinellidae","Cryptolaemus","montrouzieri",1588860000
"232",2020,5,8,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Pantomorus","cervinus",1588860000
"318",2020,5,8,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","sp.","sp.5_Chironomidae",1588860000
"481",2020,5,8,"Animalia","Arthropoda","Insecta","Hemiptera","Pseudococcidae","Planococcus","citri",1588860000
"721",2020,5,8,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Rhesalides","cf.",1588860000
"431",2020,5,9,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Diemoides","anomalus",1588946400
"447",2020,5,9,"Animalia","Arthropoda","Insecta","Hemiptera","Delphacidae","sp.","sp.1_Delphacidae",1588946400
"730",2020,5,9,"Animalia","Arthropoda","Insecta","Lepidoptera","Eupterotidae","Panacela","lewinae",1588946400
"1080",2020,5,9,"Animalia","Arthropoda","Insecta","Psocodea","Myopsocidae","sp.","sp._Myopsocidae",1588946400
"1082",2020,5,9,"Animalia","Arthropoda","Insecta","Psocodea","Psocidae","cf.","Clematostigma",1588946400
"257",2020,5,10,"Animalia","Arthropoda","Insecta","Coleoptera","Rhipiphoridae","Trigonodera","sp.1_Trigonodera",1589032800
"790",2020,5,10,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Traminda","rubra",1589032800
"591",2020,5,11,"Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Blastobasis","cf.",1589119200
"606",2020,5,11,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Achyra","affinitalis",1589119200
"649",2020,5,11,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Scirpophaga","sp.1_Scirpophaga",1589119200
"960",2020,5,11,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Morosaphycita","oculiferella",1589119200
"1074",2020,5,11,"Animalia","Arthropoda","Insecta","Psocodea","fam. indet.","sp.","sp.2_fam. indet.",1589119200
"73",2020,5,12,"Animalia","Chordata","Chordata","Falconiformes","Accipitridae","Haliastur","indus",1589205600
"791",2020,5,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Acrocercops","sp.1_Acrocercops",1589205600
"1032",2020,5,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Uraniidae","Phazaca","decorata",1589205600
"623",2020,5,13,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Faveria","tritalis",1589292000
"719",2020,5,14,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Polydesma","boarmoides",1589378400
"1033",2020,5,14,"Animalia","Arthropoda","Insecta","Lepidoptera","Xyloryctidae","Cryptophasa","pultenae",1589378400
"453",2020,5,15,"Animalia","Arthropoda","Insecta","Hemiptera","Flatidae","Siphanta","cf.",1589464800
"955",2020,5,15,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Ephestiopsis","oenobarella",1589464800
"697",2020,5,16,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypocala","deflorata",1589551200
"784",2020,5,16,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","rubraria",1589551200
"1001",2020,5,16,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","sp.","sp.1_Tineidae",1589551200
"864",2020,5,17,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","umbraculata",1589637600
"214",2020,5,18,"Animalia","Arthropoda","Arthropoda","Coleoptera","Chrysomelidae","Paropsides","calypso",1589724000
"251",2020,5,18,"Animalia","Arthropoda","Insecta","Coleoptera","Nitidulidae","Aethina","tumida",1589724000
"1075",2020,5,18,"Animalia","Arthropoda","Insecta","Psocodea","fam. indet.","sp.","sp.3_fam. indet.",1589724000
"19",2020,5,19,"Animalia","Arthropoda","Arachnida","Araneae","Cheiracanthiidae","Cheiracanthium","sp.1_Cheiracanthium",1589810400
"566",2020,5,19,"Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Coelioxys","sp.1_Coelioxys",1589810400
"617",2020,5,19,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Crambidae","Crocidolomia","pavonana",1589810400
"687",2020,5,19,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Goniocraspedon","mistura",1589810400
"717",2020,5,19,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Philenora","aspectalella",1589810400
"881",2020,5,19,"Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Nola","pleurosema",1589810400
"277",2020,5,20,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Palaminus","sp._Palaminus",1589896800
"323",2020,5,20,"Animalia","Arthropoda","Insecta","Diptera","Chloropidae","Thaumatomyia","sp.1_Thaumatomyia",1589896800
"658",2020,5,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Elachistidae","Leptozestis","sp.1_Leptozestis",1589896800
"796",2020,5,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","sp.","sp.1_Gracillariidae",1589896800
"829",2020,5,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Athetis","reclusa",1589983200
"199",2020,5,23,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pentagonica","sp.1_Pentagonica",1590156000
"334",2020,5,23,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","quinquefasciatus",1590156000
"367",2020,5,23,"Animalia","Arthropoda","Insecta","Diptera","Muscidae","Coenosia","sp.1_Coenosia",1590156000
"372",2020,5,23,"Animalia","Arthropoda","Insecta","Diptera","Muscidae","Pygophora","apicalis",1590156000
"686",2020,5,23,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Euproctis","lutea",1590156000
"1044",2020,5,23,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Mallada","cf.",1590156000
"319",2020,5,24,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","sp.","sp.6_Chironomidae",1590242400
"787",2020,5,24,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Syneora","acrotypa",1590242400
"794",2020,5,24,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Gibbovalva","quadrifasciata",1590242400
"1036",2020,5,24,"Animalia","Arthropoda","Insecta","Lepidoptera","Xyloryctidae","Xylorycta","sp.1_Xylorycta",1590242400
"7",2020,5,26,"Animalia","Arthropoda","Arachnida","Acarina","sp. 4","sp.","sp. 4_Acarina",1590415200
"20",2020,5,26,"Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","sp.2_Clubiona",1590415200
"359",2020,5,26,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Gonomyia","sp.1_Gonomyia",1590415200
"587",2020,5,26,"Animalia","Arthropoda","Insecta","Lepidoptera","Arctiidae","Anestia","semiochrea",1590415200
"760",2020,5,26,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cyclophora","turneri",1590415200
"974",2020,5,26,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Volobilis","sp.1_Volobilis",1590415200
"992",2020,5,26,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","chrysogramma",1590415200
"993",2020,5,26,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Tineidae","Monopis","icterogastra",1590415200
"1047",2020,5,26,"Animalia","Arthropoda","Insecta","Neuroptera","Coniopterygidae","sp.","sp.1_Coniopterygidae",1590415200
"675",2020,5,27,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Eilema","plana",1590501600
"854",2020,5,27,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Proteuxoa","cinereicollis",1590501600
"342",2020,5,28,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Subfam.","Dolichopodinae",1590588000
"362",2020,5,28,"Animalia","Arthropoda","Arthropoda","Diptera","Limoniidae","Symplecta","pilipes",1590588000
"539",2020,5,28,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","sp.1_Polyrhachis",1590588000
"593",2020,5,28,"Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Blastobasis","tarda",1590588000
"772",2020,5,28,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hypodoxa","emiliaria",1590588000
"986",2020,5,28,"Animalia","Arthropoda","Insecta","Lepidoptera","Stathmopodidae","Stathmopoda","sp.1_Stathmopoda",1590588000
"320",2020,5,29,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","sp.","sp.7_Chironomidae",1590674400
"355",2020,5,29,"Animalia","Arthropoda","Insecta","Diptera","Lauxaniidae","Homoneura","sp2_Homoneura",1590674400
"422",2020,5,29,"Animalia","Arthropoda","Arthropoda","Hemiptera","Aphididae","Toxoptera","citricida",1590674400
"541",2020,5,29,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Technomyrmex","sophiae",1590674400
"573",2020,5,29,"Animalia","Arthropoda","Insecta","Hymenoptera","Pteromalidae","sp.","sp.1_Pteromalidae",1590674400
"779",2020,5,29,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Poecilasthena","sp.1_Poecilasthena",1590674400
"586",2020,5,30,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Arctiidae","Agape","chloropyga",1590760800
"220",2020,5,31,"Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Halmus","sp.1_Halmus",1590847200
"397",2020,6,1,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Asiobaccha","sp.1_Asiobaccha",1590933600
"1095",2020,6,1,"Animalia","Chordata","Chordata","Chiroptera","Pteropodidae","Pteropus","scapulatus",1590933600
"81",2020,6,2,"Animalia","Chordata","Chordata","Charadriiformes","Laridae","Chroicocephalus","novaehollandiae",1591020000
"115",2020,6,4,"Animalia","Chordata","Chordata","Psittaciformes","Cacatuidae","Cacatua","sanguinea",1591192800
"116",2020,6,4,"Animalia","Chordata","Chordata","Passeriformes","Cacatuidae","Eolophus","roseicapillus",1591192800
"1046",2020,6,4,"Animalia","Arthropoda","Insecta","Neuroptera","Coniopterygidae","Heteroconis","ornata",1591192800
"1076",2020,6,4,"Animalia","Arthropoda","Insecta","Psocodea","fam. indet.","sp.","sp.4_fam. indet.",1591192800
"517",2020,6,5,"Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Euryglossina","sp.1_Euryglossina",1591279200
"963",2020,6,10,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Pyralidae","Pyralis","farinalis",1591711200
"357",2020,6,11,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Discobola","australis",1591797600
"84",2020,6,12,"Animalia","Chordata","Chordata","Columbiformes","Columbidae","Spilopelia","chinensis",1591884000
"1066",2020,6,12,"Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae","Diastella","latifolia",1591884000
"57",2020,6,16,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Tharpyna","sp.1_Tharpyna",1592229600
"548",2020,6,16,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Echthromorpha","agrestoria",1592229600
"505",2020,6,19,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","cf","Aridelus",1592488800
"119",2020,6,20,"Animalia","Chordata","Chordata","Psittaciformes","Psittacidae","Parvipsitta","pusilla",1592575200
"510",2020,6,20,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Subfamily","Euphorinae",1592575200
"416",2020,6,21,"Animalia","Arthropoda","Insecta","Hemiptera","Aleyrodidae","Bemisia","tabaci",1592661600
"506",2020,6,21,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Cotesia","sp.1_Cotesia",1592661600
"522",2020,6,21,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Euplectrus","sp.1_Euplectrus",1592661600
"777",2020,6,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Pholodes","sinistraria",1592661600
"383",2020,6,22,"Animalia","Arthropoda","Insecta","Diptera","Sarcophagidae","Sarcophaga","australis",1592748000
"855",2020,6,23,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Proteuxoa","hypochalcis",1592834400
"590",2020,6,27,"Animalia","Arthropoda","Insecta","Lepidoptera","Batrachedridae","Batrachedra","sp.2_Batrachedra",1593180000
"778",2020,6,27,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Phrissogonus","laticostata",1593180000
"419",2020,6,29,"Animalia","Arthropoda","Arthropoda","Hemiptera","Alydidae","Riptortus","serripes",1593352800
"421",2020,6,29,"Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","Shivaphis","celti",1593352800
"1018",2020,6,29,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Lobesia","cf.",1593352800
"515",2020,7,1,"Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysis","sp.1_Chrysis",1593525600
"117",2020,7,4,"Animalia","Chordata","Chordata","Psittaciformes","Psittacidae","Alisterus","scapularis",1593784800
"385",2020,7,11,"Animalia","Arthropoda","Insecta","Diptera","Sciaridae","sp.","sp.2_Sciaridae",1594389600
"520",2020,7,11,"Animalia","Arthropoda","Insecta","Hymenoptera","Encyrtidae","sp.","sp.1_Encyrtidae",1594389600
"105",2020,7,12,"Animalia","Chordata","Chordata","Passeriformes","Meliphagidae","Philemon","citreogularis",1594476000
"561",2020,7,13,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Subfamily","Campopleginae",1594562400
"366",2020,7,18,"Animalia","Arthropoda","Insecta","Diptera","Muscidae","Australophyra","rostrata",1594994400
"584",2020,7,18,"Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita","phricodes",1594994400
"1010",2020,7,18,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","divulsana",1594994400
"118",2020,7,20,"Animalia","Chordata","Chordata","Psittaciformes","Psittacidae","Glossopsitta","concinna",1595167200
"936",2020,7,23,"Animalia","Arthropoda","Insecta","Lepidoptera","Psychidae","Lepidoscia","heliochares",1595426400
"308",2020,7,30,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","sp.","sp.5_Cecidomyiidae",1596031200
"72",2020,8,1,"Animalia","Chordata","Chordata","Falconiformes","Accipitridae","Haliaeetus","leucogaster",1596204000
"168",2020,8,1,"Fungi","Basidiomycota","Basidiomycota","Polyporales","Polyporaceae","Hexagonia","tenuis",1596204000
"528",2020,8,1,"Animalia","Arthropoda","Insecta","Hymenoptera","Evaniidae","Evania","sp.1_Evania",1596204000
"1063",2020,8,1,"Animalia","Arthropoda","Arthropoda","Orthoptera","Gryllotalpidae","Gryllotalpa","pluvialis",1596204000
"567",2020,8,3,"Animalia","Arthropoda","Arthropoda","Hymenoptera","Megachilidae","Megachile","chrysopyga",1596376800
"908",2020,8,6,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","pseudospretella",1596636000
"395",2020,8,9,"Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","sp.","sp.1_Stratiomyidae",1596895200
"305",2020,8,12,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","sp.","sp.2_Cecidomyiidae",1597154400
"306",2020,8,12,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","sp.","sp.3_Cecidomyiidae",1597154400
"899",2020,8,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Atheropla","cf.",1597154400
"935",2020,8,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Psychidae","Lepidoscia","euryptera",1597154400
"358",2020,8,14,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Geranomyia","sp.1_Geranomyia",1597327200
"857",2020,8,16,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","sp.","sp.2_Noctuidae",1597500000
"1006",2020,8,19,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineoidea","sp.","sp.2_Tineoidea",1597759200
